story_cluster_id,story_cluster_hint,canonical_event_type,event_name,event_location,event_date_reference,rumor_status,event_phase,rhetorical_frame_primary,newspaper_title,date,publication_place,news_origin_norm,transmission_formula,transmission_medium,probable_chain,source_criticism_note,needs_review,review_reason
GREEK_INDEPENDENCE_DIPLOMACY_1830_C3FB4E,GREEK_INDEPENDENCE_DIPLOMACY_1830,diplomacy,Arrangement between Prince Leopold and the Allied Powers on Greek Sovereignty,Greece,1830,rumor,reported_account,diplomatic_negotiation,Tipperary Free Press,1830-05-12,Unknown,Paris,The Paris Papers state that the ... obstacles to the completion of the arrangement ... had been removed,newspaper_reprint,Paris -> Tipperary Free Press,The information is based on a newspaper report citing Paris Papers but is explicitly described as premature and thus uncertain.,False,
GREEK_DIPLOMACY_1825_8611BF,GREEK_DIPLOMACY_1825,political_development,Greek Provisional Government submission to England,Greece,1 August 1825,rumor,reported_account,diplomatic_negotiation,The Times,1825-09-13,London,Nafplio,"Authentic letters from Napoli di Remania, dated the ist of August, announce",letter,Napoli di Remania -> Courier Francais -> The Times London,The information is based on a letter cited by a French newspaper and reported as a rumor without official confirmation.,False,
GREEK_WAR_OF_INDEPENDENCE_1823_52BD10,GREEK_WAR_OF_INDEPENDENCE_1823,military_movement,Greek military preparations and Ottoman operations in 1823,"Peloponnese, Candie, Spinalonga, Karadach","early 1823, including February and April",reported,reported_account,military_strategic,Le Constitutionnel,1823-05-24,Paris,Constantinople,D'après les nouvelles que nous recevons de Candie,letter,Constantinople -> Candie -> Paris,"The information is based on secondhand reports and letters from Constantinople and Candie, with some phrases indicating uncertainty.",False,
MISSOLONGHII_SIEGE_1826_0CD01D,MISSOLONGHI_SIEGE_1826,siege,Siege of Missolonghi,Missolonghi,1826,reported,reported_account,ottoman_barbarity,Journal du Commerce,1826-01-30,Paris,Constantinople,Extrait d'une lettre particulière.,private_correspondence,Constantinople -> Paris,"The information is based on a private letter excerpt and reflects a pro-Greek editorial stance, lacking official confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1824_6976EA,GREEK_WAR_OF_INDEPENDENCE_1824,military_movement,Greek naval and troop movements to Candie,Candie,1823 campaign,reported,reported_account,military_strategic,Létoile : Journal Du Soir,1824-07-21,Paris,Zante,qui arrive par Zante,ship,Zante -> Paris,"The information is a contemporary newspaper report indicating ongoing military preparations and financial support, but lacks official confirmation.",False,
GREEK_INDEPENDENCE_1828_056C05,GREEK_INDEPENDENCE_1828,political_development,Greek Independence Declaration,Greece,,reported,reported_account,diplomatic_negotiation,Bury And Norwich Post,1828-03-19,Unknown,London,"The Pabilcatton of the MORNING fiERALP, yesterdP.y, corn stoned at Five, and Stitched at Eight",newspaper_reprint,London -> Unknown,"The information is a newspaper report citing another newspaper without official confirmation, indicating moderate reliability.",False,
GREEK_WAR_OF_INDEPENDENCE_1822_F38CDD,GREEK_WAR_OF_INDEPENDENCE_1822,military_movement,Greek intention to focus forces on the fort of Candia,Candia,"Nuremberg, 2 janvier",reported,reported_account,classical_inheritance,Gazette de France,1822-01-09,Paris,Constantinople,,unknown,Constantinople -> Paris,"The information is a reported account mixing opinion and secondhand reports, with no official confirmation; it cites a literary source and mentions rumors.",False,
GREEK_INDEPENDENCE_1830_F81286,GREEK_INDEPENDENCE_1830,political_development,Greek Independence Guarantee by Allies,Greece,1830,reported,reported_account,balance_of_power,London Packet and New Lloyd's Evening Post,Friday 21 May 1830,London,London,,unknown,London,The information is a partial report from a London newspaper with no explicit source or official confirmation.,False,
GREEK_WAR_OF_INDEPENDENCE_1821_C31FAE,GREEK_WAR_OF_INDEPENDENCE_1821,naval_operation,Capture of Ottoman fleet by Greeks,,1821-09-07,reported,reported_account,military_strategic,Journal des Débats,1821-09-07,Paris,Vienna,d'après les nouvelles apportées par le baron de Strogonoff,private_correspondence,Vienne -> Paris,The information is based on secondhand reports from the baron de Strogonoff and is presented with cautious language indicating uncertainty.,False,
GREEK_WAR_OF_INDEPENDENCE_1823_52BD10,GREEK_WAR_OF_INDEPENDENCE_1823,military_movement,Greek control of Peloponnese and Morée,"Peloponnese, Morée, Thessaly",1823,reported,reported_account,military_strategic,Le Courrier Français,1823-10-01,Paris,Vienna,,unknown,Vienna -> Paris,The information is a newspaper report reflecting contemporary military developments with some expressed uncertainty and no official confirmation.,False,
GREEK_NAVAL_OPERATIONS_1824_33191A,GREEK_NAVAL_OPERATIONS_1824,military_movement,Greek capture of ships and preparations in the Morea,"Morea, Hydra, Smyrna",ce mois (September 1824),reported,reported_account,military_strategic,Journal du Commerce,1824-09-04,Paris,Smyrna,,unknown,Smyrna -> Paris,"The information is presented as reports and appearances rather than confirmed facts, indicating moderate uncertainty.",False,
GREEK_WAR_OF_INDEPENDENCE_1824_6976EA,GREEK_WAR_OF_INDEPENDENCE_1824,military_movement,Greek Uprisings in Eastern Greece and Peloponnesus,"Eastern Greece, Carpinessi, Patragiky, Peloponnesus","Monday, Jan. 26, 1824",reported,reported_account,revolutionary_disorder,Caledonian Mercury,Saturday 31 January 1824,Midlothian,London,"[i.n lon, Monday, Jan. 26",newspaper_reprint,Greece -> London,The information is a secondhand newspaper report from London citing events in Greece without explicit official confirmation.,False,
UNCLEAR_1827_C856DC,,unclear,,,,reported,reported_account,unclear,English Chronicle and Whitehall Evening Post,Tuesday 30 October 1827,London,London,"on the authority of private correspondent, from whom occasionally obtain authentic information",private_correspondence,,"Information is based on a private correspondent's report, indicating some reliability but lacking official confirmation.",True,"Text is fragmentary and incomplete, limiting full assessment of event details and context."
GREEK_WAR_OF_INDEPENDENCE_1825_446895,GREEK_WAR_OF_INDEPENDENCE_1825,military_movement,Greek preparations against Pacha Ibrahim,Navarino,1825,reported,reported_account,military_strategic,Morning Chronicle,Monday 29 August 1825,London,France,,unknown,France -> London,"The information is fragmentary and lacks explicit sourcing or confirmation, indicating a preliminary report.",True,"Text is fragmentary and partially unclear, requiring further contextual analysis."
MISSOLONGHII_SIEGE_1825_7814A1,MISSOLONGHI_SIEGE_1825,diplomacy,Turkish letter to Greek generals at Missolonghi,Missolonghi,3 octobre 1825,reported,reported_account,diplomatic_negotiation,Niederrheinischer Kurier,Affaires de la Grèce,Strasbourg,Missolonghi,,unknown,Missolonghi -> Strasbourg,"The information is a newspaper report of a letter exchange during the siege, without official confirmation or multiple sources.",False,
GREEK_WAR_OF_INDEPENDENCE_1824_6976EA,GREEK_WAR_OF_INDEPENDENCE_1824,military_movement,Greek division pursuit of Capitan Pacha to Bay of Boudroun,Bay of Boudroun (Stanko Cos.),"Sept. 17, 1824",reported,reported_account,military_strategic,Enniskillen Chronicle And Erne Packet,1824-10-21,Unknown,Constantinople,"We received by an extraordinary courier, the following news from Constantinople, of Sept. 17.",courier,Constantinople -> Vienna -> Enniskillen Chronicle And Erne Packet,"The information is a secondhand report received via courier from Constantinople, lacking official confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1822_F38CDD,GREEK_WAR_OF_INDEPENDENCE_1822,political_development,Discussion on Greek protection in French Chamber of Deputies,Paris,July 24,reported,reported_account,humanitarian_urgency,Evening Mail,Monday 29 July 1822,London,Paris,,unknown,Paris -> London,"The information is based on a parliamentary discussion report from Paris papers, indicating a reasoned conclusion rather than confirmed facts.",False,
GREEK_WAR_OF_INDEPENDENCE_1828_F19801,GREEK_WAR_OF_INDEPENDENCE_1828,battle,Advantage at the defiles Lidoricni near Salona,"defiles Lidoricni, near Salona",29th of January,reported,reported_account,military_strategic,Northampton Mercury,1828-03-15,Northamptonshire,Corfu,"According to letters from Corfu, unto the 29th of January",letter,Corfu -> Northamptonshire,"The information is based on letters from Corfu and is presented as a reported advantage, not officially confirmed.",False,
GREEK_DIPLOMACY_1825_8611BF,GREEK_DIPLOMACY_1825,diplomacy,Mémoire présenté au Pape par le gouvernement grec,Rome,6 septembre 1825,editorial_comment,editorial_comment,diplomatic_negotiation,L'Ami de la religion et du Roi,Unknown,Unknown,Rome,"il nous adresse, de Rome, une lettre datée du 6 septembre dernier",letter,Greece -> Rome,"The text is an editorial comment discussing a letter from Captain Chiefala responding to doubts about his negotiating powers, not a direct news report.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1828_A77F38,GREEK_INDEPENDENCE_DIPLOMACY_1828,diplomacy,Corfu Conferences on Greek Borders and Constitution,Corfu,1828,reported,reported_account,diplomatic_negotiation,Le Constitutionnel,1828-07-30,Paris,Corfu,Nos nouvelles d'Alexandrie annoncent que le pacha a mainte-,newspaper_reprint,Alexandrie -> Corfu -> Paris,"The information is a reported account from newspaper sources citing news from Alexandria and statements attributed to officials, without official confirmation.",False,
GREEK_NAVAL_OPERATIONS_1825_C3BE13,GREEK_NAVAL_OPERATIONS_1825,naval_operation,Greek naval victories against the Turks,Corfou,2 juillet,reported,reported_account,military_strategic,L'Abeille de la Moselle,"Par Trieste, 19 juillet",Unknown,Trieste,"Par Trieste, 19 juillet.",unknown,Corfou -> Trieste,"The information is a secondhand report from Trieste citing news dated 2 July, without official confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1821_C31FAE,GREEK_WAR_OF_INDEPENDENCE_1821,military_movement,Turkish ships rescued by English vessels,Zanter,10 août,reported,reported_account,ottoman_barbarity,Journal du Commerce,1821-08-18,Paris,Tunis,On annonce que des Anglais fournissent secrè tement des secours aux Turcs.,newspaper_reprint,Tunis -> Francfort -> Paris,"The information is based on newspaper reports citing other newspapers and announcements, indicating reported but not confirmed news.",False,
PHILHELLENISM_FUNDRAISING_1826_03B651,PHILHELLENISM_FUNDRAISING_1826,finance,Fundraising for Greeks by Lyon Ladies,Lyon,10 May 1826,reported,reported_account,humanitarian_urgency,Journal De Paris,1826-05-19,Paris,Lyon,,letter,Lyon -> Paris,"The information is based on a letter reporting fundraising totals from a recognized committee, indicating a reliable but singular source.",False,
GREEK_WAR_OF_INDEPENDENCE_1824_6976EA,GREEK_WAR_OF_INDEPENDENCE_1824,military_movement,Greek Independents' victories,Greece,"Dec 2, 1824",reported,reported_account,military_strategic,Westmorland Gazette,1824-12-04,Westmorland,Greece,"London, Thursday, Dec 2 ...",unknown,Greece -> London -> Westmorland,"The information is based on reported accounts without official confirmation, indicating moderate reliability.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1830_C3FB4E,GREEK_INDEPENDENCE_DIPLOMACY_1830,political_development,Austrian Cabinet stance on Greek independence,Austria,1830,reported,reported_account,diplomatic_negotiation,Evans and Ruffy's Farmer's Journal,Monday 10 May 1830,London,Vienna,Letters from Vienna assert as a fact,letter,Vienna -> London,The information is based on letters reported from Vienna and is presented as a fact but lacks official confirmation.,False,
GREEK_WAR_OF_INDEPENDENCE_1823_52BD10,GREEK_WAR_OF_INDEPENDENCE_1823,military_movement,Greek War of Independence ongoing conflict,Greece,1823,reported,reported_account,revolutionary_disorder,Journal du Commerce,1823-09-20,Paris,London,l'ambassadeur lord Strangford venait de recevoir un courrier de Londres qui n'avait mis que vingt trois jours en routé,courier,Greece -> London,"The information is based on secondhand reports and official correspondence cited in newspapers, lacking explicit official confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1827_FB2564,GREEK_WAR_OF_INDEPENDENCE_1827,relief,Aid to Greeks in Candia,island of Candia,1827,editorial_comment,editorial_comment,humanitarian_urgency,Journal des Débats,1827-05-18,Paris,Paris,,unknown,,"The text is a political speech defending Greek relief efforts and addressing accusations, thus it is an editorial commentary rather than a direct news report.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1829_B51A57,GREEK_INDEPENDENCE_DIPLOMACY_1829,diplomacy,London Conferences on Greece,London,1829,reported,reported_account,diplomatic_negotiation,Kilkenny Moderator,Wednesday 18 November 1829,Unknown,St. Petersburg,,unknown,St. Petersburg -> London,"The information is a reported discussion and hopeful commentary without official confirmation, reflecting ongoing diplomatic negotiations.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1828_A77F38,GREEK_INDEPENDENCE_DIPLOMACY_1828,diplomacy,Count Capo d'Istrias seeks formal recognition of Greek independence,Morea,1828,reported,reported_account,classical_inheritance,Johnson's Sunday Monitor,Sunday 07 December 1828,London,Morea,,unknown,Morea -> London,The information is a news report indicating a diplomatic initiative but lacks official confirmation or multiple sources.,False,
PHILHELLENISM_1827_5C954F,PHILHELLENISM_1827,other,Donation of uniforms by Paris National Guards to Greek Committee,Paris,1827-05-05,reported,reported_account,humanitarian_urgency,"Petites Affiches, Annonces Et Avis Divers De Valenciennes",1827-05-05,Unknown,Paris,,unknown,,"The information is a straightforward report without explicit source or confirmation, indicating moderate reliability.",False,
GREEK_INDEPENDENCE_1822_6DA788,GREEK_INDEPENDENCE_1822,political_development,Greek independence prospects,Greece,1822,rumor,rumor_wave,diplomatic_negotiation,London Courier,1822-09-07,London,Paris,,unknown,Paris -> London,The information is presented as a presumption and conditional speculation without official confirmation.,False,
GREEK_WAR_OF_INDEPENDENCE_1824_6976EA,GREEK_WAR_OF_INDEPENDENCE_1824,siege,Surrender of Palras and other fortresses,"Palras, Greece",,reported,reported_account,military_strategic,Fife Herald,Thursday 02 December 1824,Fife,London,,unknown,Greece -> London,"The information is presented as understood or reported without official confirmation, indicating moderate reliability.",False,
UNCLEAR_1823_ED4BC3,,unclear,,,,reported,reported_account,humanitarian_urgency,Sun (London),Tuesday 16 September 1823,London,Greece,,unknown,Greece -> London,"The information is based on a report from Mr. Blaquiere recently returned from Greece, with further documents promised, indicating preliminary but not confirmed news.",False,
MISSOLONGHII_SIEGE_1825_7814A1,MISSOLONGHI_SIEGE_1825,siege,Siege of Missolonghi,Missolonghi,,reported,reported_account,military_strategic,Galway Weekly Advertiser,Saturday 22 October 1825,Galway,Greece,,unknown,Greece -> Galway,"The information is based on vague and unsatisfactory accounts, indicating uncertainty and lack of official confirmation.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1828_A77F38,GREEK_INDEPENDENCE_DIPLOMACY_1828,diplomacy,Allied Ambassadors to Reassemble at Corfu,Corfu,1828,reported,reported_account,diplomatic_negotiation,Bells Weekly Messenger,1828-05-04,Unknown,Corfu,,unknown,Corfu -> Unknown,The information is based on a newspaper report citing the Standard and indicates intentions rather than confirmed actions.,False,
INTERNAL_GREEK_AFFAIRS_1828_0697F4,INTERNAL_GREEK_AFFAIRS_1828,political_development,Greek President restoring order with naval support,Aegina,14,reported,reported_account,unclear,London Courier,1828-04-02,London,Aegina,,unknown,Aegina -> London,"The information is a secondhand report from French papers cited in a London newspaper, indicating moderate reliability but lacking official confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1827_FB2564,GREEK_WAR_OF_INDEPENDENCE_1827,atrocity,Massacre of Greeks by the séraskier after Saint-Spiridon garrison massacre,Saint-Spiridon,31 mai,reported,reported_account,ottoman_barbarity,Gazette de France,1827-06-14,Paris,Trieste,"Un bâtiment arrivé ici de Smyrne en dix-huit jours, annonce que",ship,Smyrne -> Trieste -> Gazette de France,"The information is based on a report arriving by ship from Smyrne to Trieste and then published, indicating it is a secondhand report with some uncertainty.",False,
GREEK_INDEPENDENCE_RECOGNITION_1829_7CCAE9,GREEK_INDEPENDENCE_RECOGNITION_1829,diplomacy,Recognition of Greek Independence,Greece,1829,reported,reported_account,diplomatic_negotiation,Drakards Stamford News,1829-09-04,Unknown,Brussels,,unknown,Brussels -> Drakards Stamford News,"The information is based on foreign newspaper reports and uses cautious language, indicating it is not yet officially confirmed.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1824_BC241F,GREEK_INDEPENDENCE_DIPLOMACY_1824,diplomacy,Discussion on intervention for Greek independence,Greece/Ionian Islands,"July 31, 1824",reported,reported_account,diplomatic_negotiation,Belfast Commercial Chronicle,Saturday 31 July 1824,Antrim,Waterford,The Paris Journals Thursday and Friday last received,newspaper_reprint,Paris -> Waterford -> Belfast,"The information is based on a newspaper report citing Paris journals, indicating a secondary report without official confirmation.",False,
MISSOLONGHII_FALL_MAY_1829_A101D1,MISSOLONGHI_FALL_MAY_1829,fall,Fall of Missolonghi,Missolonghi,27 mai,reported,reported_account,military_strategic,Le Courrier Français,1829-06-19,Paris,Corfu,"La gazette de Corfou du 27 mai , confirme la prise par les Grecs de Missoltingi)i",newspaper_reprint,Corfu -> Paris,"The information is based on a newspaper reprint citing a Corfu gazette, indicating a reported but not officially confirmed event.",False,
GREEK_INDEPENDENCE_1827_D13FC2,GREEK_INDEPENDENCE_1827,political_development,Greek autonomy under Ottoman suzerainty,Greece,1827,reported,reported_account,diplomatic_negotiation,Morning Post,1827-04-12,London,Paris,FROM THE QUOTIDIENNE,newspaper_reprint,Paris -> London,The information is a reprint from the French newspaper Quotidienne and presents reported diplomatic developments without official confirmation.,False,
GREEK_WAR_OF_INDEPENDENCE_1825_446895,GREEK_WAR_OF_INDEPENDENCE_1825,finance,Arrival of first loan convoy from London,Nauplie,1825,reported,reported_account,financial_state_building,Gazette de France,Unknown,Paris,Nafplio,"J'arrive de Nauplie, où j'ai trouvé un brick anglais qui venait d'apporter aux Grecs de l'argent",ship,London -> Nauplie,"The information is a firsthand report from the author arriving in Nauplie and observing the arrival of a ship carrying loan money, but lacks official confirmation.",False,
GREEK_INDEPENDENCE_1828_056C05,GREEK_INDEPENDENCE_1828,political_development,Greek independence territorial status,Morea,"6th of July (year unclear, presumably 1828)",reported,reported_account,unclear,Hampshire Advertiser,Saturday 20 December 1828,Hampshire,London,,unknown,Greece -> London,"The information is presented as claims by different parties without official confirmation, indicating uncertainty.",False,
GREEK_WAR_OF_INDEPENDENCE_1824_6976EA,GREEK_WAR_OF_INDEPENDENCE_1824,naval_operation,Egyptian fleet dispersal and related diplomatic developments,Constantinople,1824,reported,reported_account,military_strategic,Le Mémorial Bordelais : Feuille Politique Et Littéraire,1824-11-12,Bordeaux,Constantinople,,unknown,Constantinople -> Bordeaux,The information is presented as news received in Constantinople but lacks explicit official confirmation and includes speculative elements.,False,
GREEK_INDEPENDENCE_DIPLOMACY_1828_A77F38,GREEK_INDEPENDENCE_DIPLOMACY_1828,diplomacy,Allied Powers meeting at Corfu on Greek independence,Corfu,6th of July (Treaty date),reported,reported_account,diplomatic_negotiation,London Packet and New Lloyd's Evening Post,Wednesday 24 September 1828,London,Corfu,,unknown,Corfu -> London,The information is a news report describing ongoing diplomatic discussions without official confirmation or multiple sources.,False,
GREEK_WAR_OF_INDEPENDENCE_1827_FB2564,GREEK_WAR_OF_INDEPENDENCE_1827,atrocity,Omer-Pacha massacre and Greek resistance,Greece,up to 4 June 1827,reported,reported_account,humanitarian_urgency,Journal des Débats,1827-07-20,Paris,Marseille,"On nous écrit de Marseille, que le neveu de lord Cochrane y est arrivé sur le bâtiment l'Unicorne",ship,Greece -> Marseille -> Paris,"The information is based on reports received via Marseille from a relative of Lord Cochrane and eyewitnesses, indicating a reported but not officially confirmed status.",False,
GREEK_INDEPENDENCE_1827_D13FC2,GREEK_INDEPENDENCE_1827,political_development,Independence of the Morea and Islands virtually secured,Morea and Islands,"Sept. 26, 1827",reported,reported_account,neutral_information,Windsor and Eton Express,Saturday 29 September 1827,Berkshire,London,,unknown,Morea -> London,"The information is presented as a report without official confirmation, relying on unspecified sources.",False,
MISSOLONGHII_SIEGE_1825_7814A1,MISSOLONGHI_SIEGE_1825,siege,Siege of Missolonghi,Missolonghi,1825,reported,reported_account,military_strategic,Gazette de France,Unknown,Paris,Constantinople,instruit par des avis de Constantinople,unknown,Constantinople -> Gazette de France,"The information is based on reports from Constantinople but lacks official confirmation, indicating a reported account rather than confirmed fact.",False,
GREEK_WAR_OF_INDEPENDENCE_1826_C06203,GREEK_WAR_OF_INDEPENDENCE_1826,diplomacy,Expected Armistice in Greece,Greece,"April 10, 1826",reported,reported_account,diplomatic_negotiation,Bury And Norwich Post,1826-04-12,Unknown,London,,unknown,Greece -> London,"The information is presented as learned news without official confirmation, indicating a reported but not confirmed status.",False,
GREEK_DIPLOMACY_1825_8611BF,GREEK_DIPLOMACY_1825,political_development,Greek Deputies' Statement on Kei-falas,London,1825,reported,reported_account,diplomatic_negotiation,Journal de Lot-et-Garonne,Unknown,Unknown,London,par la voie des journaux,newspaper_reprint,Greece -> London,"The information is a reported statement by Greek deputies via newspapers, indicating a denial of official negotiation mandate, but lacks independent confirmation.",False,
